building,unit,beds,baths,sqft
The Greyson,2507,1,1.0,
The Greyson,2520,0,1.0,428
The Greyson,2521,0,1,549
The Greyson,2603,1,1,
The Greyson,2604,0,1,414
The Greyson,2613,0,1,470
The Greyson,2623,1,1,688
The Greyson,2624,0,1.0,470
The Greyson,2626,1,1,699
The Greyson,2702,2,2,886
The Greyson,2710,1,1,672
The Greyson,2712,1,1.0,
The Greyson,2717,0,1,
The Greyson,2722,0,1,415
The Greyson,2803,1,1,
The Greyson,2817,0,1,
The Greyson,502,2,2,
The Greyson,504,0,1,
The Greyson,507,1,1,
The Greyson,512,1,1,
The Greyson,513,0,1,
The Greyson,520,0,1,
The Greyson,524,0,1,
The Greyson,525,1,1,
The Greyson,526,1,1,
The Greyson,615,3,2.0,1103
The Greyson,620,0,1,
The Greyson,815,3,2,
The Greyson,824,0,1,
The Greyson,901,0,1,
The Greyson,902,2,2.0,886
The Greyson,912,1,1,671
The Greyson,923,1,1,688
The Greyson,PH19,1,1,
505 Summit,0201,3,2.0,
505 Summit,0403,1,1,794
505 Summit,0504,3,2,1413
505 Summit,0506,3,2,1251
505 Summit,0604,0,1,620
505 Summit,0606,0,1,542
505 Summit,0811,1,1.0,627
505 Summit,0908,1,1,630
505 Summit,0909,0,1.0,492
505 Summit,1407,1,1,648
505 Summit,1508,1,1,630
505 Summit,1811,1,1,627
505 Summit,1911,1,1,627
505 Summit,2001,2,2,1150
505 Summit,2612,2,2,923
505 Summit,2713,2,2.0,
505 Summit,2802,0,1,638
505 Summit,2901,2,2,1144
505 Summit,2902,0,1,638
505 Summit,2907,1,1,727
505 Summit,2910,1,1,569
505 Summit,3007,1,1,727
505 Summit,3009,1,1,736
505 Summit,3013,2,2,924
505 Summit,3109,1,1,736
505 Summit,3112,1,1,690
505 Summit,3113,2,2,924
505 Summit,3211,1,1,698
505 Summit,3213,2,2,924
505 Summit,3301,2,2.0,
505 Summit,3310,1,1,569
505 Summit,3401,2,2,1144
505 Summit,3408,1,1,608
505 Summit,3411,1,1.0,
505 Summit,3501,2,2,1144
505 Summit,3502,0,1,638
505 Summit,3601,2,2,1144
505 Summit,3608,1,1.0,
505 Summit,3613,2,2.0,
505 Summit,3703,0,1,623
505 Summit,3802,0,1,638
505 Summit,3807,1,1,727
505 Summit,3808,1,1,608
505 Summit,3810,1,1,569
505 Summit,3811,1,1,698
505 Summit,3906,0,1,527
505 Summit,3909,1,1,730
505 Summit,3913,1,1,725
505 Summit,4006,0,1,527
505 Summit,4011,1,1,673
505 Summit,4108,1,1,608
505 Summit,4202,0,1,635
505 Summit,4203,0,1,625
505 Summit,4207,1,1,732
505 Summit,4313,1,1,725
505 Summit,4402,0,1,635
505 Summit,4404,1,1,717
505 Summit,4407,1,1,732
505 Summit,4409,1,1,730
505 Summit,4501,2,2,1141
505 Summit,4504,1,1,717
505 Summit,4506,0,1,527
505 Summit,4509,1,1,730
505 Summit,4511,1,1,673
505 Summit,4512,1,1,688
505 Summit,4513,1,1,725
505 Summit,4601,2,2,1141
505 Summit,4606,0,1,527
505 Summit,4608,1,1,608
505 Summit,4610,1,1,570
505 Summit,4612,1,1,688
505 Summit,4701,1,1,600
505 Summit,4702,0,1,430
505 Summit,4703,0,1,446
505 Summit,4704,0,1,586
505 Summit,4705,1,1,699
505 Summit,4706,0,1,526
505 Summit,4707,0,1,530
505 Summit,4710,1,1,793
505 Summit,4714,0,1,520
505 Summit,4805,1,1,699
505 Summit,4808,1,1,710
505 Summit,4812,1,1,730
505 Summit,4903,0,1,446
505 Summit,4905,1,1,699
505 Summit,4912,1,1,730
505 Summit,4914,0,1.0,520
505 Summit,5001,1,1,600
505 Summit,5004,0,1,586
505 Summit,5007,0,1,530
505 Summit,5010,1,1.0,793
505 Summit,5011,1,1,594
505 Summit,5012,1,1,730
505 Summit,5013,1,1,701
505 Summit,5014,0,1,520
505 Summit,5102,0,1,417
505 Summit,5104,0,1,586
505 Summit,5105,1,1,692
505 Summit,5109,0,1,462
505 Summit,5111,1,1,551
505 Summit,5204,0,1,586
505 Summit,5206,0,1,530
505 Summit,5208,1,1.0,
505 Summit,5307,2,2,962
505 Summit,5309,0,1,462
505 Summit,5311,1,1,551
413 Summit,1010,1,1.0,
413 Summit,409,1,1.0,
345 Baldwin,1002,0,1,391
345 Baldwin,1006,1,1.0,664
345 Baldwin,1008,1,1,620
345 Baldwin,1106,1,1,664
345 Baldwin,1107,2,2,833
345 Baldwin,1110,1,1.0,650
345 Baldwin,1202,0,1,391
345 Baldwin,1205,1,1.0,664
345 Baldwin,1207,1,1.0,620
345 Baldwin,1303,3,3,1371
345 Baldwin,303,0,1.0,391
345 Baldwin,308,1,1.0,620
345 Baldwin,406,1,1,664
345 Baldwin,408,1,1,620
345 Baldwin,502,0,1,391
345 Baldwin,603,0,1,391
345 Baldwin,701,2,2.0,947
345 Baldwin,704,0,1.0,391
345 Baldwin,710,1,1,650
345 Baldwin,803,0,1.0,391
345 Baldwin,807,2,2.0,833
55 Jordan,1333,1,1.0,
55 Jordan,1373,1,1,
55 Jordan,1699,2,1,
55 Jordan,1801,2,2,
55 Jordan,1881,2,2,
55 Jordan,2060,0,1,
55 Jordan,2077,0,1.0,
55 Jordan,2291,1,1,
55 Jordan,266,0,1,
55 Jordan,3055,0,1.0,
55 Jordan,3286,0,1,
55 Jordan,355,0,1,
55 Jordan,4070,0,1,
55 Jordan,4199,1,1.0,
55 Jordan,555,1,1,
55 Jordan,556,1,1,
55 Jordan,6672,0,1,
55 Jordan,8100,2,2.0,
55 Jordan,8919,2,1,
55 Jordan,9090,2,2.0,
3 Journal Square,0214,2,2,1156
3 Journal Square,0217,1,1,752
3 Journal Square,0404,2,2,1052
3 Journal Square,0417,1,1,752
3 Journal Square,0514,2,2,1156
3 Journal Square,0609,0,1,496
3 Journal Square,0612,0,1,496
3 Journal Square,0615,1,1,687
3 Journal Square,0701,1,1,687
3 Journal Square,0705,1,1,704
3 Journal Square,0810,1,1,752
3 Journal Square,0812,0,1,496
3 Journal Square,0818,0,1,496
3 Journal Square,1101,1,1,687
3 Journal Square,1106,1,1,726
3 Journal Square,1115,1,1,687
3 Journal Square,1117,1,1,752
3 Journal Square,1202,0,1,496
3 Journal Square,PH01,1,1,687
134 Baldwin,308,0,1,561
134 Baldwin,404,0,1,500
134 Baldwin,410,2,2,1088
134 Baldwin,414,0,1,660
134 Baldwin,504,0,1,575
134 Baldwin,513,0,1,565
134 Baldwin,603,0,1,500
134 Baldwin,607,0,1,561
134 Baldwin,705,1,1,750
134 Baldwin,710,0,1,565
134 Baldwin,713,0,1,565
134 Baldwin,714,0,1,565
134 Baldwin,802,0,1,500
Radio Lofts,fp1,0,1.0,
Radio Lofts,fp10,2,2.0,
Radio Lofts,fp11,3,3.0,
Radio Lofts,fp2,1,1.0,
Radio Lofts,fp3,1,2.0,
Radio Lofts,fp4,2,2.0,
Radio Lofts,fp5,2,2.0,
Radio Lofts,fp6,2,2.0,
Radio Lofts,fp7,3,3.0,
Radio Lofts,fp8,2,2.0,
Radio Lofts,fp9,2,2.0,
Bisby,BIS0207,1,1.0,780
Bisby,BIS0218,0,1.0,484
Bisby,BIS0222,0,1.0,484
Bisby,BIS0224,0,1.0,484
Bisby,BIS0316,2,2.0,942
Bisby,BIS0320,0,1.0,484
Bisby,BIS0326,0,1.0,484
Bisby,BIS0330,2,2.0,1146
Bisby,BIS0416,2,2.0,942
Bisby,BIS0418,0,1.0,484
Bisby,BIS0424,0,1.0,484
Bisby,BIS0426,0,1.0,484
Bisby,BIS0430,2,2.0,1146
Bisby,BIS0503,1,1.0,835
Bisby,BIS0507,1,1.0,780
Bisby,BIS0516,2,2.0,942
Bisby,BIS0522,0,1.0,484
Bisby,BIS0526,0,1.0,484
Bisby,BIS0528,0,1.0,484
Bisby,BIS0603,1,1.0,835
Bisby,BIS0705,1,1.0,773
Bisby,BIS0801,2,2.0,1267
Bisby,BIS0802,2,2.0,1267
Bisby,BIS0808,2,2.0,1266
Bisby,BIS0906,1,1.0,795
Bisby,BIS1004,2,2.0,1080
Bisby,BIS1008,2,2.0,1266
Bisby,BIS1016,3,3.0,1701
Bisby,BIS1111,1,1.0,827
Bisby,BIS1115,2,2.0,1292
Bisby,BIS1116,3,3.0,1701
Bisby,BIS1206,1,1.0,795
Bisby,BIS1416,3,3.0,1701
Bisby,BIS1505,1,1.0,773
Bisby,BIS1605,1,1.0,773
Bisby,BIS1606,1,1.0,795
Bisby,BIS1607,1,1.0,780
Bisby,BIS1608,2,2.0,1266
Bisby,BIS1616,3,3.0,1701
Bisby,BIS1701,2,2.0,1267
Bisby,BIS1802,2,2.0,1267
Bisby,BIS1804,2,2.0,1080
Bisby,BIS1816,3,3.0,1701
Bisby,BIS1906,1,1.0,795
Bisby,BIS2006,1,1.0,795
Bisby,BIS2201,2,2.0,1267
Bisby,BIS2202,2,2.0,1267
Bisby,BIS2204,2,2.0,1080
Bisby,BIS2209,1,1.0,827
Bisby,BIS2316,3,3.0,1701
Bisby,BIS2403,1,1.0,835
Bisby,BIS2416,3,3.0,1701
Bisby,BIS2502,2,2.0,1267
Bisby,BIS2516,3,3.0,1701
Bisby,BIS2701,2,2.0,1267
Bisby,BIS2804,2,2.0,1080
Bisby,BIS2807,1,1.0,780
Bisby,BIS2904,2,2.0,1080
Bisby,BIS2916,3,3.0,1701
Bisby,BIS3007,1,1.0,780
Bisby,BIS3202,2,2.0,1267
Bisby,BIS3204,2,2.0,1080
Bisby,BIS3208,2,2.0,1266
Bisby,BISPH101,2,2.0,1267
One Grove,fp1,1,1.0,786
One Grove,fp2,1,1.0,657
One Grove,fp3,0,1.0,485
One Grove,fp4,0,1.0,626
One Grove,fp5,2,2.0,1007
One Grove,fp6,3,2.5,1376
Haus25,fp1,1,1.0,675
Haus25,fp10,2,1.0,1003
Haus25,fp11,1,1.0,835
Haus25,fp12,2,1.0,1003
Haus25,fp13,2,2.0,1120
Haus25,fp14,2,2.0,1133
Haus25,fp15,2,2.0,1245
Haus25,fp16,2,2.5,1349
Haus25,fp17,2,2.5,1349
Haus25,fp18,2,2.5,1349
Haus25,fp19,2,2.5,1349
Haus25,fp2,1,1.0,685
Haus25,fp20,2,2.5,1324
Haus25,fp21,3,2.0,1411
Haus25,fp22,2,2.5,1324
Haus25,fp23,3,2.0,1411
Haus25,fp24,3,2.0,1411
Haus25,fp3,1,1.0,809
Haus25,fp4,0,1.0,475
Haus25,fp5,0,1.0,478
Haus25,fp6,0,1.0,575
Haus25,fp7,1,1.0,744
Haus25,fp8,1,1.0,847
Haus25,fp9,1,1.0,835
351 Marin,fp1,0,1.0,
351 Marin,fp2,1,1.0,
351 Marin,fp3,2,2.0,
One Ten,fp1,0,1.0,
One Ten,fp10,0,1.0,
One Ten,fp11,0,1.0,
One Ten,fp12,0,1.0,
One Ten,fp13,0,1.0,
One Ten,fp14,1,1.0,
One Ten,fp15,2,2.0,
One Ten,fp16,2,2.0,
One Ten,fp2,0,1.0,
One Ten,fp3,1,1.0,
One Ten,fp4,1,1.0,
One Ten,fp5,1,1.0,
One Ten,fp6,1,1.0,
One Ten,fp7,1,1.0,
One Ten,fp8,0,1.0,
One Ten,fp9,0,1.0,
100 House,fp1,0,1.0,
100 House,fp10,2,2.0,
100 House,fp11,2,2.0,
100 House,fp12,2,2.0,
100 House,fp13,2,2.0,
100 House,fp2,0,1.0,
100 House,fp3,1,1.0,
100 House,fp4,1,1.0,
100 House,fp5,2,2.0,
100 House,fp6,2,2.0,
100 House,fp7,1,1.0,
100 House,fp8,1,1.0,
100 House,fp9,1,1.0,
The Enclave,fp1,1,1.0,664
The Enclave,fp10,2,2.0,1097
The Enclave,fp11,2,2.0,1102
The Enclave,fp12,2,2.0,1241
The Enclave,fp13,2,2.0,1253
The Enclave,fp14,2,2.0,1325
The Enclave,fp15,2,2.0,1140
The Enclave,fp16,2,2.0,1091
The Enclave,fp17,2,2.0,1140
The Enclave,fp18,2,2.0,1140
The Enclave,fp2,1,1.0,695
The Enclave,fp3,1,1.0,700
The Enclave,fp4,1,1.0,735
The Enclave,fp5,1,1.0,810
The Enclave,fp6,1,1.0,867
The Enclave,fp7,1,1.0,825
The Enclave,fp8,1,1.0,867
The Enclave,fp9,1,1.0,825
VYV South Tower,S-0256,1,1.0,787
VYV South Tower,S-0451,1,1.0,841
VYV South Tower,S-0453,1,1.0,733
VYV South Tower,S-0455,1,1.0,722
VYV South Tower,S-0655,1,1.0,722
VYV South Tower,S-0658,1,1.0,815
VYV South Tower,S-0659,1,1.0,699
VYV South Tower,S-0755,1,1.0,722
VYV South Tower,S-0758,1,1.0,815
VYV South Tower,S-0762,1,1.0,790
VYV South Tower,S-0953,1,1.0,733
VYV South Tower,S-0955,1,1.0,703
VYV South Tower,S-1059,1,1.0,759
VYV South Tower,S-1061,1,1.0,734
VYV South Tower,S-1155,1,1.0,703
VYV South Tower,S-1256,0,1.0,528
VYV South Tower,S-1262,1,1.0,965
VYV South Tower,S-1361,1,1.0,734
VYV South Tower,S-1655,1,1.0,703
VYV South Tower,S-1659,1,1.0,759
VYV South Tower,S-1853,1,1.0,733
VYV South Tower,S-1858,1,1.0,769
VYV South Tower,S-1859,1,1.0,759
VYV South Tower,S-2060,2,2.0,1179
VYV South Tower,S-2061,1,1.0,734
VYV South Tower,S-2159,1,1.0,759
VYV South Tower,S-2161,1,1.0,734
VYV South Tower,S-2251,2,2.0,1210
VYV South Tower,S-2353,1,1.0,733
VYV South Tower,S-2659,1,1.0,759
VYV South Tower,S-2857,2,2.0,1210
VYV South Tower,S-2953,1,1.0,733
VYV South Tower,S-3051,2,2.0,1210
VYV South Tower,S-3059,1,1.0,759
VYV South Tower,S-3150,1,1.0,757
VYV South Tower,S-3152,1,1.0,708
VYV South Tower,S-3255,1,1.0,703
VYV South Tower,S-3256,0,1.0,528
VYV South Tower,S-3350,1,1.0,757
VYV South Tower,S-3455,1,1.0,703
VYV South Tower,S-3460,2,2.0,1179
VYV South Tower,S-3556,0,1.0,528
VYV South Tower,S-3558,1,1.0,769
VYV North Tower,N-0601,1,1.0,763
VYV North Tower,N-0702,2,2.0,1158
VYV North Tower,N-0704,1,1.0,739
VYV North Tower,N-1002,2,2.0,1158
VYV North Tower,N-1004,1,1.0,739
VYV North Tower,N-1007,0,1.0,610
VYV North Tower,N-1102,2,2.0,1158
VYV North Tower,N-1407,0,1.0,610
VYV North Tower,N-1409,2,2.0,1182
VYV North Tower,N-1607,0,1.0,610
VYV North Tower,N-1710,1,1.0,739
VYV North Tower,N-1711,2,2.0,1084
VYV North Tower,N-1713,0,1.0,610
VYV North Tower,N-1811,2,2.0,1084
VYV North Tower,N-1904,1,1.0,739
VYV North Tower,N-2109,2,2.0,1182
VYV North Tower,N-2204,1,1.0,739
VYV North Tower,N-2208,1,1.0,879
VYV North Tower,N-2407,0,1.0,610
VYV North Tower,N-2501,1,1.0,763
VYV North Tower,N-2508,1,1.0,879
VYV North Tower,N-2511,2,2.0,1084
VYV North Tower,N-2606,1,1.0,720
VYV North Tower,N-2607,0,1.0,610
VYV North Tower,N-2608,1,1.0,879
VYV North Tower,N-2609,2,2.0,1182
VYV North Tower,N-2701,1,1.0,763
VYV North Tower,N-2806,1,1.0,720
VYV North Tower,N-3007,0,1.0,610
VYV North Tower,N-3109,2,2.0,1182
VYV North Tower,N-3208,1,1.0,879
VYV North Tower,N-3210,1,1.0,739
VYV North Tower,N-3213,0,1.0,610
VYV North Tower,N-3303,1,1.0,739
VYV North Tower,N-3305,2,2.0,1084
VYV North Tower,N-3401,1,1.0,763
VYV North Tower,N-3411,2,2.0,1084
VYV North Tower,N-3413,0,1.0,610
VYV North Tower,N-3511,2,2.0,1084
DVORA 175,fp1,2,2.0,
DVORA 175,fp2,2,2.0,
DVORA 175,fp3,2,1.0,
DVORA 175,fp4,2,1.0,
DVORA 175,fp5,2,2.0,
DVORA 175,fp6,2,2.0,
DVORA 175,fp7,2,2.0,
235 Grand,fp1,0,1.0,
235 Grand,fp2,1,1.0,
235 Grand,fp3,2,2.0,
Sable,SAB-0402,1,1.0,752
Sable,SAB-0602,1,1.0,752
Sable,SAB-0804,1,1.0,736
Sable,SAB-1003,1,1.0,736
Sable,SAB-1005,2,1.0,1013
Sable,SAB-1112,0,1.0,413
Sable,SAB-1405,2,1.0,1013
Sable,SAB-1408,2,1.0,824
Sable,SAB-1508,2,1.0,824
Sable,SAB-1601,1,1.0,569
Sable,SAB-1602,2,1.0,824
Sable,SAB-1910,0,1.0,561
Sable,SAB-2001,0,1.0,413
Sable,SAB-2011,1,1.0,752
Sable,SAB-2107,1,1.0,569
Sable,SAB-2405,1,1.0,612
Sable,SAB-2409,1,1.0,529
Sable,SAB-2605,1,1.0,612
Sable,SAB-2610,0,1.0,456
Sable,SAB-2802,1,1.0,612
Sable,SAB-2810,0,1.0,456
Sable,SAB-3001,0,1.0,413
Sable,SAB-3012,0,1.0,413
Sable,SAB-3103,1,1.0,599
Sable,SAB-3108,1,1.0,612
Sable,SAB-3205,1,1.0,612
Sable,SAB-3402,1,1.0,612
Sable,SAB-3505,2,1.0,824
Sable,SAB-3512,1,1.0,569
Sable,SAB-3601,1,1.0,569
Sable,SAB-3603,1,1.0,599
Sable,SAB-3701,1,1.0,569
Sable,SAB-3709,1,1.0,699
Sable,SAB-3711,2,1.0,1013
Sable,SAB-3811,2,1.0,1013
Sable,SAB-3901,1,1.0,569
Sable,SAB-4008,2,1.0,1013
Sable,SAB-4102,2,1.0,824
Sable,SAB-4302,2,1.0,1013
Sable,SAB-4402,2,1.0,1013
Sable,SAB-4501,0,1.0,413
Sable,SAB-4510,0,1.0,456
Sable,SAB-4612,0,1.0,413
Sable,SAB-4706,1,1.0,569
Sable,SAB-4802,1,1.0,612
Sable,SAB-4805,2,1.0,824
Sable,SAB-4910,0,1.0,456
Sable,SAB-5001,0,1.0,413
Sable,SAB-5003,1,1.0,599
Sable,SAB-5007,1,1.0,569
Sable,SAB-5009,1,1.0,529
Sable,SAB-5101,0,1.0,413
Sable,SAB-5302,1,1.0,612
Sable,SAB-5411,1,1.0,612
Sable,SAB-5504,1,1.0,599
Sable,SAB-5505,2,1.0,824
Sable,SAB-5509,1,1.0,529
Sable,SAB-5712,0,1.0,413
Sable,SAB-5801,1,1.0,569
Sable,SAB-5802,2,1.0,824
Sable,SAB-6007,0,1.0,413
Sable,SAB-6011,2,1.0,1013
Sable,SAB-6110,0,1.0,561
Sable,SAB-6205,1,1.0,612
Sable,SAB-6301,0,1.0,413
Sable,SAB-6308,2,1.0,824
Sable,SAB-6310,0,1.0,456
Sable,SAB-6505,2,1.0,1013
Sable,SAB-6708,2,1.0,824
Sable,SAB-6906,1,1.0,569
Sable,SAB-6907,1,1.0,569
The Hazel,201,1,1.0,
The Hazel,206,0,1.0,
The Hazel,208,1,1.0,
The Hazel,230,1,1.0,
The Hazel,241,0,1.0,
The Hazel,245,1,1.0,
The Hazel,302,1,1.0,
The Hazel,304,0,1.0,
The Hazel,307,2,2.0,
The Hazel,308,1,1.0,
The Hazel,317,0,1.0,
The Hazel,318,1,1.0,
The Hazel,335,1,1.0,
The Hazel,341,0,1.0,
The Hazel,345,1,1.0,
The Hazel,419,2,2.0,
The Hazel,421,0,1.0,
The Hazel,423,0,1.0,
The Hazel,430,1,1.0,
The Hazel,501,1,1.0,
The Hazel,502,1,1.0,
The Hazel,507,2,2.0,
The Hazel,534,1,1.0,
The Hazel,541,0,1.0,
The Hazel,543,0,1.0,
The Hazel,544,0,1.0,
The Hazel,602,1,1.0,
The Hazel,607,2,2.0,
The Hazel,626,1,1.0,
The Hazel,630,1,1.0,
The Hazel,635,1,1.0,
The Hazel,637,1,1.0,
Atlas,0304,3,2.0,
Atlas,0305,1,1.0,
Atlas,0308,0,1.0,
Atlas,0401,1,1.0,
Atlas,0406,1,1.0,
Atlas,0503,1,1.0,
Atlas,0505,1,1.0,
Atlas,0708,0,1.0,
Atlas,0803,1,1.0,
Atlas,0808,0,1.0,
Atlas,0904,3,2.0,
Atlas,1106,2,2.0,
Atlas,1205,1,1.0,
Atlas,1206,2,2.0,
Atlas,1303,1,1.0,
Atlas,1304,3,2.0,
Atlas,1306,2,2.0,
Atlas,1401,1,1.0,
Atlas,1507,1,1.0,
Atlas,1704,3,2.0,
Atlas,1707,1,1.0,
Atlas,1807,1,1.0,
Atlas,1902,1,1.0,
Atlas,2001,1,1.0,
Atlas,2007,1,1.0,
Atlas,2201,1,1.0,
Atlas,2202,1,1.0,
Atlas,2203,1,1.0,
Atlas,2304,3,2.0,
Atlas,2305,1,1.0,
829 Garfield,fp1,2,2.0,973
829 Garfield,fp2,3,2.0,1247
829 Garfield,fp3,2,2.0,919
295J,fp1,0,1.0,422
295J,fp2,1,1.0,636
295J,fp3,2,2.0,979
295J,fp4,0,1.0,422
Birch House,106,1,1.0,
Birch House,203,0,1.0,
Birch House,211,2,2.0,
Birch House,217,0,1.0,
Birch House,219,1,1.0,
Birch House,226,1,1.0,
Birch House,246,2,2.0,
Birch House,255,2,2.0,
Birch House,311,2,2.0,
Birch House,320,0,1.0,
Birch House,336,0,1.0,
Birch House,351,1,1.0,
Birch House,379,2,2.0,
Birch House,381,2,1.0,
Birch House,416,2,2.0,
Birch House,423,0,1.0,
Birch House,433,1,1.0,
Birch House,435,1,1.0,
Birch House,472,1,1.0,
Birch House,474,2,2.0,
Birch House,516,2,2.0,
Birch House,551,1,1.0,
Birch House,555,2,2.0,
Birch House,575,1,1.0,
Birch House,PH05,0,1.0,
Birch House,PH36,0,1.0,
Birch House,PH46,2,2.0,
Birch House,PH51,1,1.0,
Birch House,PH60,2,1.0,
Birch House,PH64,0,1.0,
CityLine East,fp1,0,1.0,506
CityLine East,fp10,2,2.0,1059
CityLine East,fp2,0,1.0,460
CityLine East,fp3,0,1.0,513
CityLine East,fp4,1,1.0,660
CityLine East,fp5,1,1.0,801
CityLine East,fp6,1,1.0,696
CityLine East,fp7,2,2.0,1059
CityLine East,fp8,1,1.0,696
CityLine East,fp9,2,2.0,1059
CityLine West,fp1,1,1.0,670
CityLine West,fp2,1,1.0,665
CityLine West,fp3,2,1.0,986
CityLine West,fp4,2,1.0,986
CityLine West,fp5,2,2.0,963
CityLine West,fp6,2,2.0,941
The Agnes,111,1,1.0,
The Agnes,113,1,1.0,
The Agnes,116,1,1.0,
The Agnes,120,4,3.0,
The Agnes,215,2,2.0,
The Agnes,217,2,2.0,
The Agnes,221,2,2.0,
The Agnes,340,2,2.0,
The Agnes,341,1,1.0,
The Agnes,352,0,1.0,
The Agnes,408,1,1.0,
The Agnes,444,1,1.0,
The Agnes,447,1,1.0,
The Agnes,509,0,1.0,
The Agnes,519,0,1.0,
The Agnes,525,2,2.0,
The Agnes,530,1,1.0,
The Agnes,533,2,2.0,
The Devan,206,3,2.0,
The Devan,238,1,1.0,
The Devan,245,0,1.0,
The Devan,262,0,1.0,
The Devan,358,2,2.0,
The Devan,416,1,1.0,
The Devan,426,0,1.0,
The Devan,440,2,2.0,
The Devan,442,2,2.0,
The Devan,456,2,2.0,
The Devan,515,2,2.0,
The Devan,543,1,1.0,
The Devan,548,1,1.0,
The Devan,549,2,2.0,
The Devan,564,1,1.0,
The Devan,624,1,1.0,
The Devan,640,2,2.0,
The Devan,650,1,1.0,
The Devan,652,1,1.0,
The Devan,660,1,1.0,
The Devan,726,0,1.0,
The Devan,847,0,1.0,
Sawyer,0113,1,1.0,827
Sawyer,0114,1,1.0,827
Sawyer,0115,1,1.0,827
Sawyer,0215,1,1.0,900
Sawyer,0222,2,2.0,1181
Sawyer,0301,1,1.0,822
Sawyer,0312,1,1.0,763
Sawyer,0316,1,1.0,763
Sawyer,0321,1,1.0,775
Sawyer,0402,1,1.0,727
Sawyer,0405,1,1.5,998
Sawyer,0406,1,1.0,775
Sawyer,0426,2,2.0,1119
Sawyer,0516,1,1.0,763
Oliver on the Hudson,1035,3,2.0,1292
Oliver on the Hudson,1050,0,1.0,564
Oliver on the Hudson,1054,2,2.0,1075
Oliver on the Hudson,1078,2,2.0,1075
Oliver on the Hudson,1080,2,2.0,1075
Oliver on the Hudson,1092,2,2.0,1028
Oliver on the Hudson,1094,2,2.0,1075
Oliver on the Hudson,2004,0,1.0,572
Oliver on the Hudson,2006,1,1.0,698
Oliver on the Hudson,2029,1,1.0,875
Oliver on the Hudson,2042,2,2.0,1049
Oliver on the Hudson,2076,3,2.0,1332
Oliver on the Hudson,3075,2,2.0,1082
Oliver on the Hudson,3081,1,1.0,701
Oliver on the Hudson,3098,0,1.0,572
Oliver on the Hudson,4010,2,2.0,1082
Oliver on the Hudson,4012,2,2.0,1082
Oliver on the Hudson,4023,2,2.0,1103
Oliver on the Hudson,4040,2,2.0,1049
Oliver on the Hudson,4073,2,2.0,1117
Oliver on the Hudson,4090,2,2.0,1082
Oliver on the Hudson,4101,1,1.0,698
Oliver on the Hudson,5011,1,1.0,701
Oliver on the Hudson,5015,2,2.0,999
Oliver on the Hudson,5025,2,2.0,1151
Oliver on the Hudson,5037,1,1.0,1044
Oliver on the Hudson,5041,1,1.0,1044
Oliver on the Hudson,5081,1,1.0,871
Oliver on the Hudson,5083,1,1.0,871
Oliver on the Hudson,5085,1,1.0,871
Oliver on the Hudson,5101,1,1.0,698
